,0,1
19514,no one knows why,niemand weiß warum
19515,no one knows yet,noch weiß es keiner
19516,no one likes tom,niemand mag tom
19517,no one likes war,niemand mag krieg
19518,no one likes you,niemand mag dich
19519,no one loves war,niemand liebt den krieg
19520,no one loves you,keiner liebt dich
19521,no one passed me,niemand kam an mir vorbei
19522,no one responded,keiner antwortete
19523,no one says that,niemand sagt das
19524,no one wanted it,keiner wollte es
19525,no one warned me,es hat mich niemand gewarnt
19526,no one was alive,niemand war am leben
19527,no one was fired,niemand wurde entlassen
19528,no one was stung,niemand wurde getroffen
19529,no one was there,es war niemand da
19530,no one will care,das wird niemanden interessieren
19531,no one will know,niemand wirds erfahren
19532,no one will talk,niemand wird sprechen
19533,no ones looking,niemand schaut zu
19534,no ones perfect,niemand ist vollkommen
19535,no pain no gain,von nichts kommt nichts
19536,no pain no gain,ohne fleiß kein preis
19537,no pain no gain,ohne schweiß keinen preis
19538,no pain no gain,ohne schweiß kein preis
19539,no pain no gain,ohne fleiß kein preis
19540,nobody asked tom,niemand hat tom gefragt
19541,nobody asked you,keiner hat dich gefragt
19542,nobody called me,niemand hat mich angerufen
19543,nobody came here,es kam niemand her
19544,nobody does that,niemand macht das
19545,nobody hates you,niemand hasst dich
19546,nobody is hungry,es hat niemand hunger
19547,nobody knew that,keiner wusste das
19548,nobody knows why,niemand weiß warum
19549,nobody knows why,keiner weiß warum
19550,nobody liked tom,niemand mochte tom
19551,nobody likes tom,niemand mag tom
19552,nobody likes war,niemand mag krieg
19553,nobody likes you,niemand mag dich
19554,nobody loves war,niemand liebt den krieg
19555,nobody must know,niemand darf das wissen
19556,nobody remembers,niemand erinnert sich
19557,nobody said that,das hat niemand gesagt
19558,nobody taught me,niemand brachte es mir bei
19559,nobody taught me,niemand unterrichtete mich
19560,nobody wants tom,niemand will tom
19561,nobody warned me,es hat mich niemand gewarnt
19562,nobody warned me,niemand hat mich gewarnt
19563,nobody warned me,keiner hat mich gewarnt
19564,nobody warned us,niemand hat uns gewarnt
19565,nobody warned us,keiner hat uns gewarnt
19566,nobody was there,es war niemand da
19567,nobody went home,niemand ist nach hause gegangen
19568,nobody will come,niemand wird kommen
19569,nobody will know,niemand wirds erfahren
19570,nobodys perfect,niemand ist perfekt
19571,nobodys perfect,niemand ist vollkommen
19572,nobodys perfect,kein mensch ist vollkommen
19573,none are missing,es fehlt keine
19574,nothing happened,nix passiert
19575,nothing happened,es ist nichts passiert
19576,now i understand,jetzt verstehe ich
19577,now i understand,jetzt habe ich es begriffen
19578,now its perfect,jetzt ist es perfekt
19579,now try to sleep,versuch jetzt zu schlafen
19580,now you know why,jetzt weißt du warum
19581,now you know why,jetzt kennst du den grund
19582,now you know why,jetzt weißt du warum
19583,now you know why,jetzt wisst ihr warum
19584,now you know why,jetzt wissen sie warum
19585,now dont panic,jetzt nicht in panik ausbrechen
19586,now where was i,wo bin ich stehengeblieben
19587,ok i heard that,okay ich habe das gehört
19588,ok i understand,okay ich verstehe
19589,ok let me drive,okay lass mich fahren
19590,ok lets go now,okay lass uns jetzt gehen
19591,ok listen to me,okay hör mir zu
19592,ok thanks a lot,okay vielen dank
19593,ok thanks again,okay nochmal danke
19594,ok wish me luck,okay wünsch mir glück
19595,obey your father,gehorche deinem vater
19596,oh no not again,o nein nicht schon wieder
19597,oh have a heart,hab erbarmen
19598,open the jam jar,mach das marmeladenglas auf
19599,open the windows,öffne die fenster
19600,open the windows,öffnen sie die fenster
19601,open the windows,öffnet die fenster
19602,open those doors,öffne die türen dort
19603,open up the door,öffnen sie die tür
19604,open up the door,machen sie die tür auf
19605,open up the door,mach die tür auf
19606,open up the door,öffne die tür
19607,open up the door,öffnet die tür
19608,open up the door,macht die tür auf
19609,open your window,mach dein fenster auf
19610,our food ran out,unsere nahrungsmittel gingen zu ende
19611,our kids hate us,unsere kinder hassen uns
19612,our team can win,unsere mannschaft kann gewinnen
19613,our turn is next,als nächstes kommen wir dran
19614,pack your things,pack deine sachen
19615,pardon my french,entschuldigen sie den ausdruck
19616,pass me the salt,gib mir bitte das salz rüber
19617,people are angry,die leute sind sauer
19618,people are dying,es sterben menschen
19619,people need love,menschen brauchen liebe
19620,people will talk,die leute werden darüber reden
19621,perhaps tom left,vielleicht ist tom gegangen
19622,perhaps its tom,vielleicht ist es tom
19623,perhaps its tom,es ist vielleicht tom
19624,please answer me,antworte mir bitte
19625,please be gentle,sei bitte behutsam
19626,please be gentle,seid bitte behutsam
19627,please be gentle,seien sie bitte behutsam
19628,please be honest,sei bitte ehrlich
19629,please be honest,seien sie bitte ehrlich
19630,please be honest,seid bitte ehrlich
19631,please be polite,bitte seien sie höflich
19632,please be polite,sei bitte höflich
19633,please come here,bitte komm her
19634,please come here,bitte kommen sie her
19635,please come here,bitte kommt her
19636,please dont ask,bitte frage nicht
19637,please dont ask,fragen sie bitte nicht
19638,please dont ask,fragt bitte nicht
19639,please dont cry,bitte weine nicht
19640,please dont cry,bitte weine nicht
19641,please dont die,bitte stirb nicht
19642,please dont die,bitte stirb nicht
19643,please elaborate,bitte geh näher darauf ein
19644,please elaborate,bitte gehen sie näher darauf ein
19645,please elaborate,bitte geht näher darauf ein
19646,please follow me,folgen sie mir bitte
19647,please follow me,würden sie mir bitte folgen
19648,please follow me,folgen sie mir bitte
19649,please let me go,lass mich bitte gehen
19650,please let me in,bitte lass mich herein
19651,please let me in,bitte lasst mich rein
19652,please let me in,ich bitte sie lassen sie mich ein
19653,please phone him,bitte ruf ihn an
19654,please phone him,bitte ruft ihn an
19655,please phone him,bitte rufen sie ihn an
19656,please sign here,bitte unterschreiben sie hier
19657,please sign here,unterschreiben sie bitte hier
19658,please sign here,bitte hier unterschreiben
19659,please sign here,bitte unterschreiben sie hier
19660,please step back,bitte zurücktreten
19661,please step back,zurücktreten bitte
19662,please try again,versuchen sie es bitte erneut
19663,please turn over,bitte wenden
19664,please wait here,bitte warte hier
19665,please wait here,bitte warten sie hier
19666,please wait here,warten sie bitte hier
19667,prepare yourself,mach dich bereit
19668,prepare yourself,mache dich bereit
19669,prices will rise,die preise werden steigen
19670,pump up the tire,pumpen sie den reifen auf
19671,pump up the tire,pump den reifen auf
19672,put it down here,leg es hierhin
19673,put on your coat,zieh deinen mantel an
19674,put the box down,stell die kiste ab
19675,put the gun down,legen sie die waffe nieder
19676,put the gun down,leg die waffe nieder
19677,put your bike up,stell dein fahrrad ab
19678,put your mask on,maske auf
19679,quit complaining,hör auf dich zu beschweren
19680,quit touching me,hör auf mich zu begrabbeln
19681,rabbits can swim,kaninchen können schwimmen
19682,rain is unlikely,regen ist eher unwahrscheinlich
19683,raise your hands,hebe deine hände
19684,raise your hands,heben sie ihre hände
19685,raise your hands,hebt eure hände
19686,read that for me,lies das für mich
19687,read the article,lies den artikel
19688,read the article,lesen sie den artikel
19689,read the reviews,lies die bewertungen
19690,read these books,lies diese bücher
19691,read these books,lest diese bücher
19692,read these books,lesen sie diese bücher
19693,reality is scary,die wirklichkeit ist beängstigend
19694,red wine please,rotwein bitte
19695,red wine please,rotwein bitte
19696,respect yourself,respektiere dich selbst
19697,revenge is sweet,rache ist süß
19698,rome is in italy,rom ist in italien
19699,say hello to tom,sag hallo zu tom
19700,say hello to tom,grüß tom
19701,say it in french,sag es auf französisch
19702,say it in french,sag das auf französisch
19703,say youre sorry,sag dass es dir leid tut
19704,school is boring,schule ist langweilig
19705,schools not fun,die schule macht keinen spaß
19706,see you in class,wir sehen uns im unterricht
19707,see you tomorrow,bis morgen
19708,see you tomorrow,wir sehen uns morgen
19709,see you tomorrow,wir werden uns morgen sehen
19710,see you tomorrow,wir sehen uns dann morgen
19711,send me the bill,schick mir die rechnung
19712,shall i help you,soll ich dir helfen
19713,shall we go home,wollen wir nach hause gehen
19714,she attacked him,sie hat ihn angegriffen
19715,she attacked him,sie griff ihn an
19716,she became happy,sie wurde glücklich
19717,she began crying,sie fing an zu weinen
19718,she began crying,sie begann zu weinen
19719,she betrayed you,sie hat dich verraten
19720,she betrayed you,sie hat sie verraten
19721,she betrayed you,sie verriet sie
19722,she betrayed you,sie verriet dich
19723,she came running,sie kam angelaufen
19724,she defeated him,sie hat ihn bezwungen
19725,she defeated him,sie bezwang ihn
19726,she despised him,sie verachtete ihn
19727,she despises him,sie verachtet ihn
19728,she did it again,sie hat es schon wieder getan
19729,she did it again,sie hat es wieder getan
19730,she didnt reply,sie hat nicht geantwortet
19731,she didnt reply,sie antwortete nicht
19732,she died from tb,sie starb an tuberkulose
19733,she died in 1960,sie starb 1960
19734,she disliked him,sie mochte ihn nicht
19735,she disliked him,sie mochte ihn nicht leiden
19736,she divorced him,sie ließ sich von ihm scheiden
19737,she divorced him,sie hat sich von ihm scheiden lassen
19738,she drives a bmw,sie fährt einen bmw
19739,she has dry hair,sie hat trockenes haar
19740,she has dry hair,sie hat trockene haare
19741,she has gone out,sie ist ausgegangen
19742,she idolized him,sie vergötterte ihn
19743,she idolized him,sie hat ihn vergöttert
19744,she insulted him,sie beleidigte ihn
19745,she insulted him,sie hat ihn beleidigt
19746,she is ethiopian,sie ist äthiopierin
19747,she is a student,sie ist studentin
19748,she is a student,sie ist schülerin
19749,she is a teacher,sie ist lehrerin
19750,she is an expert,sie ist vom fach
19751,she is beautiful,sie ist schön
19752,she is easygoing,sie ist lässig
19753,she is mad at me,sie ist wütend auf mich
19754,she is no beauty,sie ist keine schönheit
19755,she is not wrong,sie hat nicht unrecht
19756,she is not young,sie ist nicht jung
19757,she is obstinate,sie ist stur
19758,she is obstinate,sie ist eigensinnig
19759,she is obstinate,sie ist hartnäckig
19760,she is on a diet,sie ist auf diät
19761,she is shameless,sie ist schamlos
19762,she is very busy,sie ist sehr beschäftigt
19763,she is very wise,sie ist sehr weise
19764,she just told me,sie hat es mir gerade gesagt
19765,she kept working,sie arbeitete weiter
19766,she likes tigers,sie mag tiger
19767,she likes to run,sie läuft gerne
19768,she lives nearby,sie lebt in der nähe
19769,she lives nearby,sie wohnt in der nähe
19770,she looked at me,sie schaute mich an
19771,she looked at me,sie hat mich angeschaut
19772,she lost her way,sie ist vom weg abgekommen
19773,she lost her way,sie hat sich verirrt
19774,she loves coffee,sie liebt kaffee
19775,she loves coffee,sie trinkt sehr gerne kaffee
19776,she made him cry,sie brachte ihn zum weinen
19777,she made him cry,sie machte ihn weinen
19778,she may not come,sie kommt vielleicht nicht
19779,she may not come,vielleicht kommt sie nicht
19780,she must be sick,sie muss krank sein
19781,she needs a coat,sie braucht einen mantel
19782,she put on socks,sie zog sich socken an
19783,she quit smoking,sie hat mit dem rauchen aufgehört
19784,she quit smoking,sie hörte mit dem rauchen auf
19785,she rejected him,sie hat ihn zurückgewiesen
19786,she rode a camel,sie ist auf einem kamel geritten
19787,she rode a camel,sie ritt auf einem kamel
19788,she said goodbye,sie sagte lebewohl
19789,she said goodbye,sie verabschiedete sich
19790,she smiled at me,sie hat mich angelächelt
19791,she smiled sadly,sie lächelte traurig
19792,she smokes a lot,sie raucht viel
19793,she spoke wisely,sie sprach weise
19794,she stared at me,sie starrte mich an
19795,she startled him,sie erschreckte ihn
19796,she startled him,sie hat ihn erschreckt
19797,she stood by him,sie hielt zu ihm
19798,she stood by him,sie hat zu ihm gehalten
19799,she studies hard,sie lernt sehr eifrig
19800,she swindled him,sie hat ihn betrogen
19801,she talked a lot,sie hat viel gesprochen
19802,she took my hand,sie nahm meine hand
19803,she was homesick,sie hatte heimweh
19804,she was in agony,sie litt unter schmerzen
19805,she was promoted,sie wurde befördert
19806,she was swimming,sie schwamm gerade
